,Score,Comment,Comment_after_2,output
3962,6.4,Quá ngon,quá ,0
3963,3.0,"Lâu lắm mới ăn lại xôi Yến và order cho người quen. Order xôi thập cẩm , vậy mà xôi cứng, vài lát gà, trứng thì nát. Nói chung là thảm hại. Chắc chắn không bao giờ quay trở lại.",lâu lắm mới ăn lại xôi yến và cho người  xôi thập cẩm vậy mà xôi cứng vài lát gà trứng thì nát nói là thảm hại chắc chắn khônggiờ trở lại,0
3964,7.0,"Xôi Yến Nguyễn Hữu Huân.
Xôi ở đây hồi xưa nổi tiếng với mấy món xôi gà, nhưng mình thì lại thích nhất là xôi thịt xá xíu trứng quả. Thịt xá xíu rất mềm và đậm vị, nước thịt cũng thế nhưng mà phải nhắc lại nhiều lắm thì mới có nước thịt để ăn cùng xôi vì chị gái bán hàng có vẻ làm việc hơi bị áp lực nên nhiều lúc không nhớ khách yêu cầu những gì. Được cái là khi mua mang về thì dưa góp ăn kèm khá nhiều nên ăn xôi không bị thấy ngán.
Giá cả thì cũng vào hàng đắt đỏ trong giới bán xôi, trung bình là 45k 1 suất.",xôi yến nguyễn hữu huân xôi ở đây hồi xưa nổi tiếng với mấy món xôi gà nhưng mình thì lại thích nhất là xôi thịt xá xíu trứng quả thịt xá xíu rất mềm và đậm vị nước thịt cũng thế nhưng mà phải nhắc lại nhiều lắm thì mới có nước thịt để ăn cùng xôi vì chị gái bán hàng có vẻ làm việc hơi bị áp lực nên nhiều lúc khôngnhớ khách yêu cầu những gì được cái là về thì dưa góp ăn kèm khá nhiều nên ăn xôi khôngbị thấy ngán giá cả thì cũng vào hàng đắt đỏ giới bán xôi bình là suất,0
3965,4.6,Xôi hơi cứng nhưng nhìn chung ngon sạch..ăn không chán. Tuy nhiên nên cho khách hàng dưa góp nếu khách hàng mua mang đi.,xôi hơi cứng nhưng nhìn sạch ăn khôngchán nhiên nên cho khách hàng dưa góp nếu khách hàng đi,0
3966,2.8,"Hôm trước vừa thử ăn. Phục vụ chậm, thái độ, chẳng thèm nhìn khách khi oder. Không có dưa chuột, hỏi mới bảo hết",hôm trước vừa thử ăn phục vụ chậm thái độ chẳng thèm nhìn khách  khôngcó dưa chuột hỏi mới bảo hết,0
3967,7.4,"Nghe nói là quán xôi nổi tiếng Hà Nội nên ghé ăn thử một phần xôi ngô thập cẩm. Một phần 50k ăn 2 người mới hết. Cũng không có gì đặc biệt ngoài pate. Nên chắc chỉ nên gọi 1 phần pate chà bông, nếu có lần sau. Phục vụ cũng nhanh nhẹn.",nói là quán xôi nổi tiếng hà nội nên ghé ăn thử một phần xôi ngô thập cẩm một phần ăn người mới hết cũng khôngcó gì đặc biệt ngoài  nên chắc chỉ nên gọi phần chà bông nếu có lần  phục vụ cũng nhẹn,0
3968,5.6,"Sau khi quán xôi yến cũ đóng cửa từ giữa năm 2017 thì quán mở lại sau này chỉ còn cái danh ""xôi yến"", bảng menu và giá tiền , còn chất lượng thì chỉ ngang mới quán xôi trong chợ, khác xa với với trước đây.
Chắc chủ mới chỉ đủ tiền mua lại quán với cái danh chứ ko đủ mua lại công thức à .",quán xôi yến cũ đóng cửa từ giữa năm thì quán mở lại này chỉ còn cái xôi yến bảng và giá tiền còn chất lượng thì chỉ mới quán xôi chợ khác với với trước đây chắc chủ mới chỉ đủ tiền lại quán với cái chứ khôngđủ lại công thức à,0
3969,5.4,"- Xôi có đủ thứ: hành, lạp xưởng, trứng rán, ngô, đậu xanh... chả hiểu là cái thể loại gì và có gì mà đặc sắc. Đã thế lại còn nguội, thua cả xôi vỉa hè
- Phục vụ thì quá công nghiệp, mặt bán hàng lạnh tanh. Chỉ được cái tay nhoay nhoáy múc xôi và thu tiền
- Giá: 50K 1 hộp, chắc là cũng không đắt lắm so với vị trí trên Phố 
- Kết: không quay lại",xôi có đủ thứ hành lạp xưởng trứng rán ngô đậu  chả hiểu là cái thể loại gì và có gì mà đặc sắc đã thế lại còn nguội cả xôi vỉa hè phục vụ thì quá công nghiệp mặt bán hàng lạnh  chỉ được cái nhoay nhoáy múc xôi và tiền giá hộp chắc là cũng khôngđắt lắm với vị trí trên phố kết khônglại,0
3970,2.4,"Quán này đâu phải xôi yến gốc đâu. Đợt hàng xôi yến ở góc đóng cửa thì thấy nhà bên cạnh mở cũng lấy tên là xôi yến. Mình đã ăn thử vs chất lượng k bằng một nửa so vs quán cũ.
Quán xôi yến nguyễn hữu huân chuẩn là bát có chữ xôi yến cơ, chứ k fai bát trắng như vầy",quán này đâu phải xôi yến gốc đâu đợt hàng xôi yến ở góc đóng cửa thì thấy nhà bên cạnh mở cũng lấy tên là xôi yến mình đã ăn thử với chất lượng khôngbằng một nửa với quán cũ quán xôi yến nguyễn hữu huân chuẩn là bát có chữ xôi yến cơ chứ khôngbát trắng như vầy,0
3971,3.4,"Chất lượng càng ngày càng đi xuống
Ăn ở cửa hàng còn cố đc, gọi ship về nhà nhìn hộp xôi chán luôn, rõ ràng đã note là nhiều nước thịt cuối cùng hộp xôi trắng trơn ko giọt nc thịt nào luôn. Pate thì toàn mỡ, lạp xưởng hôi, thịt kho nhạt toẹt

Ko bao giờ ăn lại ở đây nữa !!!!!!",chất lượng càng ngày càng đi xuống ăn ở cửa hàng còn cố đc gọi hàng về nhà nhìn hộp xôi chán luôn rõ ràng đã chú ý là nhiều nước thịt cuối cùng hộp xôi trắng trơn khônggiọt thịt nào luôn thì toàn mỡ lạp xưởng hôi thịt nhạt toẹt khônggiờ ăn lại ở đây nữa ,0
3972,1.8,"Ko hiểu sao quán này lại nổi tiếng thế. Xôi thì cứng - kiểu do gạo ko ngon ý. Gọi suất gà nấm mà lèo tèo gà.
Nói chung là ko ăn lần 2.",khônghiểu quán này lại nổi tiếng thế xôi thì cứng kiểu gạo khôngý gọi suất gà nấm mà lèo tèo gà nói là khôngăn lần,0
3973,7.4,"Lần đầu ăn cách đây 8-9 năm j đấy. Hồi đó bát xôi nóng, thơm, dẻo, ăn với miếng giò / chả mới tuyệt còn hiện tại: 
1. Vị trí: mặt phố, có view đẹp. 
2. Xôi: không còn mùi thơm như xưa, bây giờ bị ám mùi thịt quá nhiều, không cảm nhận được là gạo nếp mới hay cũ nữa. Gọi xôi ngô thì quá nhiều ngô, gọi xôi xéo thì bt, xôi trắng tạm chấp nhận. Không nóng.
3. Pate, giò, chả, trứng... ăn như mọi hàng xôi khác. Có thịt gà là có vẻ thơm ngon hơn. 
4. 1 suất khá là nhiều và dễ ngấy, mình thanh niên mà ăn không hết nổi 1 suất. 3 người 2 suất là hợp lý để còn uống nước. 
5. Giá: tạm chấp nhận được so với chất lượng và vị trí quán.",lần đầu ăn cách đây năm gì đấy hồi đó bát xôi nóng thơm dẻo ăn với miếng giò chả mới tuyệt còn hiện tại vị trí mặt phố có cảnh đẹp xôi khôngcòn mùi thơm như xưa bây giờ bị ám mùi thịt quá nhiều khôngcảm nhận được là gạo nếp mới cũ nữa gọi xôi ngô thì quá nhiều ngô gọi xôi xéo thì xôi trắng tạm chấp nhận khôngnóng giò chả trứng ăn như mọi hàng xôi khác có thịt gà là có vẻ thơm hơn  suất khá là nhiều và dễ ngấy mình niên mà ăn khônghết nổi suất người suất là hợp lý để còn uống nước giá tạm chấp nhận được với chất lượng và vị trí quán,0
3974,5.6,"Nghe danh đã lâu nhưng mới lần đầu được thử hàng xôi nổi tiếng Hà thành.Nằm góc Nguyễn Hữu Huân giao hàng Mắm,ngồi trong quán nhìn ra đường xe cộ tấp nập cũng có cái gì đó thú vị.Quán khá hẹp,bài trí hơi lộn xộn khiến mình có chút bối rối,đến lúc chiều chiều nên cũng không quá đông,mà lúc đông thì chắc chen nhau chết.Tiện một cái là ở khu nhiều quán cà phê,nên nếu tiết mục chính sáng cuối tuần là cà phê thì khai vị ở xôi Yến cũng được.
 Mình ăn xôi trắng thập cẩm,1 bát không nhiều lắm.Xôi nóng nhưng không dẻo,thịt gà xé mềm khá ngon,giò pate lạp xườn cũng ổn(mỗi tội thái mỏng quá),trứng kho thì bóc vỏ không kỹ nhai lạo rạo.Tổng thể cũng ổn,nhưng mà giá 50k có lẽ hơi chát so với chất lượng thực tế.
 Có lẽ do lúc mình đến không phải cao điểm ở đây nên đợi món cũng không lâu lắm.Nhìn chung quán này để ăn đổi vị vui vui cũng được,nhưng không phải là must-try.",đã lâu nhưng mới lần đầu được thử hàng xôi nổi tiếng hà thành nằm góc nguyễn hữu huân hàng mắm ngồi quán nhìn đường cộ tấp nập cũng có cái gì đó thú vị quán khá hẹp bài trí hơi lộn xộn khiến mình có chút bối rối đến lúc chiều chiều nên cũng khôngquá đông mà lúc đông thì chắc chết tiện một cái là ở nhiều quán cà phê nên nếu tiết mục chính sáng cuối tuần là cà phê thì vị ở xôi yến cũng được mình ăn xôi trắng thập cẩm bát khôngnhiều lắm xôi nóng nhưng khôngdẻo thịt gà xé mềm khá giò lạp xườn cũng ổn mỗi tội thái mỏng quá trứng thì bóc vỏ khôngkỹ lạo rạo tổng thể cũng ổn nhưng mà giá có lẽ hơi chát với chất lượng thực tế có lẽ lúc mình đến khôngphải điểm ở đây nên đợi món cũng khônglâu lắm nhìn quán này để ăn đổi vị cũng được nhưng khôngphải là ,0
3975,2.8,"Quá thất vọng vì chất lượng xôi
Khách hàng yêu mến và ưu ái đến vs mình như vậy mà không có thái độ trân trọng gì cả
Từ đồ ăn uống, đến thái độ chủ quán
Không bao giờ có lần tới",quá thất vọng vì chất lượng xôi khách hàng yêu mến và ưu ái đến với mình như vậy mà khôngcó thái độ trân trọng gì cả từ đồ ăn uống đến thái độ chủ quán khônggiờ có lần tới,0
3976,5.4,"Chủ cũ, ngày xưa bán hàng đông khách còn hiểu được là Chất lượng khá okei. Xôi Yến hiện nay thực sự là éo nuốt nổi luôn, quá chán. Xôi cứng, thái độ phục vụ cực lồi lõm",chủ cũ ngày xưa bán hàng đông khách còn hiểu được là chất lượng khá okei xôi yến hiện thực sự là éo nuốt nổi luôn quá chán xôi cứng thái độ phục vụ cực lồi lõm,0
3977,6.0,Hix lúc đầu ăn thấy rất ngon nhưng về sau lại thấy khá ngấy. Mình gọi xôi gà.,hix lúc đầu ăn thấy rất nhưng về lại thấy khá ngấy mình gọi xôi gà,0
3978,1.4,"Không ngon :( ăn dễ ngán
Quán ship thiếu 2 cốc sữa đậu nành :(((",khôngăn dễ ngán quán hàng thiếu cốc sữa đậu nành,0
3979,6.8,"Nhân viên có vẻ coi thường khách
1 bát thập cẩm 50k ăn 1 lần thì ngon nhưng sẽ không có lần sau.",nhân viên có vẻ thường khách bát thập cẩm ăn lần thì nhưng sẽ khôngcó lần ,0
3980,5.0,Xôi Yến bây giờ ăn ko ngon như ngày trước.,xôi yến bây giờ ăn khôngnhư ngày trước,0
3981,5.4,"Xôi nếp ăn với lạp xưởng, thịt gà , pate,...Ăn cũng dc nhưng cũng ko có gì đặc biệt để phải chen chúc vào 1 nơi chật chội , sàn nhà bẩn thỉu . Phục vụ kém , ngáo ngơ .",xôi nếp ăn với lạp xưởng thịt gà ăn cũng được nhưng cũng khôngcó gì đặc biệt để phải chúc vào nơi chật chội sàn nhà bẩn thỉu phục vụ kém ngáo ngơ,0
3982,4.4,"Vị nhạt nhẽo quá, do foody đưa mình tới đây, mà ăn 1 lần xong mà có đi ngang chỗ này cũng đi luôn chứ ko dám ngoảnh đầu lại.",vị nhạt nhẽo quá đưa mình tới đây mà ăn lần mà có đi chỗ này cũng đi luôn chứ khôngdám ngoảnh đầu lại,0
3983,7.6,"Xôi Yến ăn từ lâu lâu rồi mà giờ mới viết review nè. Mình ăn xôi gà nấm, ăn tại cửa hàng nên xôi nóng và mềm, hạt dẻo, thơm, gà xào nấm cũng ngon, nấm thơm, thịt gà khá chắc chứ không bị tơi ra như vài chỗ khác. Sữa đậu nành uống được.
Mình đến vào giờ đông ơi là đông, quán 3 tầng nhìn to thế thôi nhưng nó rộng bề ngang, hẹp bề dọc, mình lên tận tầng 3 mà phải chờ vài khách ăn xong mới có chỗ ngồi. Chỗ ngồi ăn be bé, mái thấp, hợp để đến ăn vào ngày đông đang đi ngoài đường mà thấy lạnh tê tái. Nhân viên không thân thiện lắm, làm việc nhanh, những khi đông thì có đồ ăn khá chậm.",xôi yến ăn từ lâu lâu rồi mà giờ mới viết review nè mình ăn xôi gà nấm ăn tại cửa hàng nên xôi nóng và mềm hạt dẻo thơm gà xào nấm cũng nấm thơm thịt gà khá chắc chứ khôngbị tơi như vài chỗ khác sữa đậu nành uống được mình đến vào giờ đông ơi là đông quán tầng nhìn thế thôi nhưng nó rộng bề hẹp bề dọc mình lên tận tầng mà phải chờ vài khách ăn mới có chỗ ngồi chỗ ngồi ăn bé mái thấp hợp để đến ăn vào ngày đông đang đi ngoài đường mà thấy lạnh tê tái nhân viên khôngthân thiện lắm làm việc những đông thì có đồ ăn khá chậm,1
3984,9.0,"Xôi xéo pate, chả quế + sữa đậu :40k 
Mình vẫn thấy ngon 😌✨",xôi xéo chả quế sữa đậu mình vẫn thấy ,1
3985,8.0,"Đây có lẽ là quán xôi đầu tiên hiện đại hoá nhưng vẫn giữ được nét vốn có, xôi mình không khoái lắm nhưng man mát mà thèm thèm là nhớ ngay tới Yến. Xôi thì cũng không xuất sắc so với mặt bằng chung, nhưng bù lại nhiều thịt gà, trộn khá tới, pate ưng miệng và hành khô, ôi, ta nói quán nào biết làm hành khô thì rất dễ giữ khách, và chính hắn )))) thơm giòn phê tê tái. Mình hay gọi gà pate kèm nước thịt nhiều hành đỗ ít xôi, xog 1 xuất là đủ quất 1 chập )))",đây có lẽ là quán xôi đầu tiên hiện đại hoá nhưng vẫn giữ được nét vốn có xôi mình khôngkhoái lắm nhưng mát mà thèm thèm là nhớ tới yến xôi thì cũng khôngxuất sắc với mặt bằng nhưng bù lại nhiều thịt gà trộn khá tới ưng miệng và hành khô ôi nói quán nào biết làm hành khô thì rất dễ giữ khách và chính hắn thơm giòn phê tê tái mình gọi gà kèm nước thịt nhiều hành đỗ ít xôi xuất là đủ quất chập,1
3986,1.8,"Xôi hơi khô, nhiều dầu nên ăn cảm thấy đầy bụng. Thái độ nhân viên thì rất kỳ cục @@ Chị bán hàng có vẻ lạnh lùng với khách. Lúc mình qua quán rất đông mà mấy anh bảo vệ đều ngồi chơi không ai dắt xe giúp, người quản lý ra nhắc thì 1 anh ra dắt hộ nhưng tỏ rõ thái độ khó chịu :-s",xôi hơi khô nhiều dầu nên ăn cảm thấy đầy bụng thái độ nhân viên thì rất kỳ cục chị bán hàng có vẻ lạnh lùng với khách lúc mình quán rất đông mà mấy bảo vệ đều ngồi chơi khôngdắt giúp người quản lý nhắc thì dắt hộ nhưng tỏ rõ thái độ khó chịu ,0
3987,5.4,"Chất lượng: khá ổn, xôi xéo thân thuộc
Giá cả: hợp lí với suất ăn khá nhiều
Không gian: hơi hẹp một chút
Vị trí: ngay mặt đường NHH nên khá dễ tìm
Phục vụ: thân thiện",chất lượng khá ổn xôi xéo thân thuộc giá cả hợp lí với suất ăn khá nhiều khônghơi hẹp một chút vị trí mặt đường nhh nên khá dễ tìm phục vụ thân thiện,0
3988,9.6,"Xôi dẻo, thêm đỗ xanh mềm dễ ăn
Thịt nhiều nhưng vị k chuẩn xá xíu, tạm chấp nhận so với giá tiền
Mình thích ăn hành khô, quán cho nhiều hành khô nên cực thích
Nói chung với mức giá 27k chất lượng vậy là ok, đáng thử lần tiếp theo <3",xôi dẻo thêm đỗ mềm dễ ăn thịt nhiều nhưng vị khôngchuẩn xá xíu tạm chấp nhận với giá tiền mình thích ăn hành khô quán cho nhiều hành khô nên cực thích nói với mức giá chất lượng vậy là đáng thử lần tiếp ,1
3989,7.6,"- vị trí đắc địa ngay trung tâm nên đông khách lắm, vô là xác định chờ hơi lâu nhé.
- ko gian có cả trên tầng cơ mà ngồi cảm thấy hơi chật nhất là lúc đông khách.
- chất lượng: xôi ở đây thì có tiếng rồi, tầm 30k trở lên là có 1 báy xôi ngon lành, tuỳ theo món bạn gọi mà tính tiền . Phục vụ hơi lâu, xin tý dưa góp mãi ko thấy, xong đến lúc gần xong thì mới bảo Hết rồi. 
- chỗ để xe khá ok có bv trông giữ",vị trí đắc địa tâm nên đông khách lắm vô là xác định chờ hơi lâu nhé khôngcó cả trên tầng cơ mà ngồi cảm thấy hơi chật nhất là lúc đông khách chất lượng xôi ở đây thì có tiếng rồi tầm trở lên là có báy xôi lành tuỳ món bạn gọi mà tính tiền phục vụ hơi lâu tý dưa góp mãi khôngthấy đến lúc gần thì mới bảo hết rồi chỗ để khá có trông giữ,1
3990,5.0,"Lâu lâu mới ăn lại, thấy chất lượng xuống dốc thật. Xôi nát, thịt xá xíu thì nó là thịt xào thịt om gì thì đúng hơn chứ không phải xá xíu. Hộp xôi ok nhất chắc là hộp xôi xéo ruốc. Sữa đậu ok nhưng 12k cho một cốc bé tí như kia là quá đắt",lâu lâu mới ăn lại thấy chất lượng xuống dốc thật xôi nát thịt xá xíu thì nó là thịt xào thịt gì thì đúng hơn chứ khôngphải xá xíu hộp xôi nhất chắc là hộp xôi xéo ruốc sữa đậu nhưng cho một cốc bé tí như là quá đắt,0
3991,1.0,50k hộp xôi này . Thực sự đây ko phải vị xôi yến mình từng ăn . 50k hộp xôi này nó ko đáng đồng tiền bỏ ra . Hồi xưa xôi Yến rất ngon đầu đặn . Xôi ăn chán ko thể tả nổi . Đồ đi kèm cũng vậy . Quá tệ . Ăn mà rợn hết cả người vì vị xôi ở đây . Ko bao giờ ăn lại nữa . Nhìn bên ngoài nó còn thê thảm hơn . Trên hình trông còn đầy đặn . Chứ ở ngoài ko thể chấp nhận nổi từ hình thức đến lẫn chất lượng .,hộp xôi này thực sự đây khôngphải vị xôi yến mình từng ăn hộp xôi này nó khôngđáng đồng tiền bỏ  hồi xưa xôi yến rất đầu đặn xôi ăn chán khôngthể tả nổi đồ đi kèm cũng vậy quá tệ ăn mà rợn hết cả người vì vị xôi ở đây khônggiờ ăn lại nữa nhìn bên ngoài nó còn thê thảm hơn trên hình trông còn đầy đặn chứ ở ngoài khôngthể chấp nhận nổi từ hình thức đến lẫn chất lượng,0
3992,6.0,"Mang danh hiệu là xôi yến cũ nhưng chất lượng không phải.Nếu bạn đã từng ăn Xôi Yến cũ có thể thấy từ nguyên liệu ăn kèm đến xôi nó đều có sự rất khác và đặc biệt từ những cái nhỏ nhất. Không biết có phải do bí quyết của chủ cũ không nhưng thực sự mình rất đánh giá cao chủ hàng xôi cũ.Quán mới với mác vẫn vậy, nhân viên kiêu căng, giá cả đắt đỏ, chất lượng không sánh bằng. Rất nhiều bài PR là chủ cũ mở lại nhưng mình không tin.Vì mình chỉ đánh giá qua chất lượng đồ mình đã ăn tại quán thôi.",hiệu là xôi yến cũ nhưng chất lượng khôngphải nếu bạn đã từng ăn xôi yến cũ có thể thấy từ nguyên liệu ăn kèm đến xôi nó đều có sự rất khác và đặc biệt từ những cái nhỏ nhất khôngbiết có phải bí quyết của chủ cũ khôngnhưng thực sự mình rất đánh giá chủ hàng xôi cũ quán mới với mác vẫn vậy nhân viên kiêu căng giá cả đắt đỏ chất lượng khôngsánh bằng rất nhiều bài là chủ cũ mở lại nhưng mình khôngvì mình chỉ đánh giá chất lượng đồ mình đã ăn tại quán thôi,0
3993,6.6,Xôi xéo ở đây là đỉnh nhất luôn các bác ah. Còn xôi ngô thì chỉ bthg thôi ( có khi mua của cô đầu ngõ nhà kình còn ngon hơn ahuhuhu) . Thịt xá xíu ở đây max đỉnh. Thơm ngon như thịt khìa trong miền Tây ngta hay làm í. Gà ăn cũng tạm còn thập cẩm mình chưa ăn thử. Cơ mà nói thật là để chi 30-40-50 để ăn 1 bát xôi thì chát quá huhuhuz chắc là chỉ khi nào sang mồm lắm mới dám ăn thôi chứ 60k là ăn xôi đc cả tuần rồi đấy ạ.,xôi xéo ở đây là đỉnh nhất luôn các bác  còn xôi ngô thì chỉ bthg thôi có của cô đầu ngõ nhà kình còn hơn ahuhuhu thịt xá xíu ở đây đỉnh thơm như thịt khìa miền tây người làm í gà ăn cũng tạm còn thập cẩm mình chưa ăn thử cơ mà nói thật là để để ăn bát xôi thì chát quá huhuhuz chắc là chỉ nào sang mồm lắm mới dám ăn thôi chứ là ăn xôi được cả tuần rồi đấy ạ,0
3994,7.0,"Xôi ăn ngon miệng, có kèm dưa leo gìon gìon dai dai. Nhưng xôi hơi ít, toping thì ú ụ, giá hơi cao :3",xôi ăn miệng có kèm dưa gìon gìon  nhưng xôi hơi ít toping thì ú ụ giá hơi ,0
3995,9.6,"Lần đầu tiên ăn nên mình gọi xôi thập cẩm để thử theo khẩu vị của mình thì thịt gà có vẻ hơi nhà , pate khá ổn chả và lạp xưởng khá ngon xôi cũng được rất nhiều giá có vẻ hơi mắc nhưng cùng vì xôi yến là thương hiệu quá nổi tiếng r . Bố mẹ mình k ở HN cũng biết . Món này chắc ai đến HN cũng nên thử qua . Địa điểm ở phố cổ hai mặt đường rất dễ tìm . Đồ làm nhanh không phải đợi quá lâu. Sẽ cân nhắc quyết định quay lại ăn",lần đầu tiên ăn nên mình gọi xôi thập cẩm để thử khẩu vị của mình thì thịt gà có vẻ hơi nhà khá ổn chả và lạp xưởng khá xôi cũng được rất nhiều giá có vẻ hơi mắc nhưng cùng vì xôi yến là thương hiệu quá nổi tiếng rồi bố mẹ mình khôngở cũng biết món này chắc đến cũng nên thử  địa điểm ở phố cổ mặt đường rất dễ tìm đồ làm khôngphải đợi quá lâu sẽ cân nhắc quyết định lại ăn,1
3996,3.6,"Quán rất nhiều loại để chọn.1 suất đắt, ngon bình thường và đầy ú.Thực ra mình thấy cho bớt đi và bán rẻ hơn thì hợp lý hơn.Mình không hiểu sao lại đông đến như vậy?Hàng xôi rẻ tiền đầu ngõ nhà mình có khi còn ngon hơn nhiều.Người bán hàng thì nhanh chuyên nghiệp nhưng cảm giác lạnh lùng với khách.",quán rất nhiều loại để chọn suất đắt bình thường và đầy ú thực mình thấy cho bớt đi và bán rẻ hơn thì hợp lý hơn mình khônghiểu lại đông đến như vậy hàng xôi rẻ tiền đầu ngõ nhà mình có còn hơn nhiều người bán hàng thì chuyên nghiệp nhưng cảm giác lạnh lùng với khách,0
3997,6.2,"Thấy Xôi Yến mở lại vài bữa rồi nhưng chắc do bài post trong Hội ăn uống nên chủ đề này mới được bàn tán sôi nổi hơn bao giờ hết. Người thì bảo xôi Yến (sịn) mở lại, người thì bảo hàng bên cạnh (hàng chị em) lấy lại địa điểm để bán, thui thì cũng chẳng phải người trong cuộc nên mình cũng kệ á)))
Đến thì cũng khá đông nhân viên, nhưng phải nói là nhân viên phục vụ quá kém, bê bát xôi ra cho khách mà đặt bộp xuống bàn không nói năng câu gì. Chất lượng bát xôi cũng chẳng phải ngon gì cho cam, xôi nát, gà xào nấm hơi mặn nữa chứ!",thấy xôi yến mở lại vài bữa rồi nhưng chắc bài hội ăn uống nên chủ đề này mới được bàn tán sôi nổi hơn giờ hết người thì bảo xôi yến sịn mở lại người thì bảo hàng bên cạnh hàng chị lấy lại địa điểm để bán thì cũng chẳng phải người cuộc nên mình cũng kệ á đến thì cũng khá đông nhân viên nhưng phải nói là nhân viên phục vụ quá kém bê bát xôi cho khách mà đặt bộp xuống bàn khôngnói năng câu gì chất lượng bát xôi cũng chẳng phải gì cho xôi nát gà xào nấm hơi mặn nữa chứ,0
3998,7.0,"Nghe tiếng đã lâu, có ghé qua ăn thử.
Mình gọi xôi thập cẩm giá 50k. Được 1 tô nhỏ khá đầy đủ: pate, trứng, lạp xưởng, chà bông, gà, chả. Ăn no lắm luôn. Chất lượng ok vì xôi dẻo, ngon. Nhưng giá thì hình như cao hơn so với chất lượng. Lần sau rút kinh nghiệm, ăn món rẻ hơn. Thử món thịt kho có vẻ ổn
Quán có nhân viên nhiệt tình.",tiếng đã lâu có ghé ăn thử mình gọi xôi thập cẩm giá được tô nhỏ khá đầy đủ trứng lạp xưởng chà bông gà chả ăn lắm luôn chất lượng vì xôi dẻo  nhưng giá thì hình như hơn với chất lượng lần rút nghiệm ăn món rẻ hơn thử món thịt có vẻ ổn quán có nhân viên nhiệt tình,0
3999,8.2,"Cuối cùng cũng được ăn hàng xôi Yến nổi tiếng Hà Nội. Thấy nhiều người chê không đặc sắc nhưng mình thấy ngon vãi các cậu ạ. Mình gọi 1 xôi xéo thịt gà 40 nghìn/ bát, bạn mình gọi 1 xôi ngô pate 21 nghìn/ bát. 
Xôi xéo dẻo thơm đúng kiểu nếp cái hoa vàng chuẩn, rưới mỡ hành thơm nức mũi, bên trên rắc bột đỗ xanh bùi bùi hợp vị dã man. Thịt gà mềm ngon mỗi tội nhiều nạc quá, giá có thêm tí da tí mỡ thì ăn với xôi hợp phải biết. Con bạn mình gọi xôi ngô với pate thì không hợp vị lắm 😂 xôi ngô thì ngọt còn pate lại mặn, giá kể gọi xôi xéo pate thì hợp hơn. Pate cũng ngon lắm nhé, thơm béo mềm mịn. Có cả dưa chuột ngâm chua chua cay cay ăn kèm cũng khá ok.
Quán này ngay gần khu phố cổ, ăn xôi xong sang Cafe Giảng cách mấy bước chân làm cốc cafe, rồi chạy sang phố sách Đinh Lễ, quẹo ngang quẹo dọc mấy mét nữa là vào khu bàn cờ toàn những hàng lâu đời có tiếng, ăn cứ gọi là tha hồ 😂",cuối cùng cũng được ăn hàng xôi yến nổi tiếng hà nội thấy nhiều người chê khôngđặc sắc nhưng mình thấy vãi các cậu ạ mình gọi xôi xéo thịt gà nghìn bát bạn mình gọi xôi ngô nghìn bát xôi xéo dẻo thơm đúng kiểu nếp cái vàng chuẩn rưới mỡ hành thơm nức mũi bên trên rắc bột đỗ bùi bùi hợp vị dã  thịt gà mềm mỗi tội nhiều nạc quá giá có thêm tí tí mỡ thì ăn với xôi hợp phải biết bạn mình gọi xôi ngô với thì khônghợp vị lắm cười xôi ngô thì ngọt còn lại mặn giá kể gọi xôi xéo thì hợp hơn cũng lắm nhé thơm béo mềm mịn có cả dưa chuột ngâm ăn kèm cũng khá  quán này gần phố cổ ăn xôi sang giảng cách mấy bước chân làm cốc rồi chạy sang phố sách đinh lễ quẹo quẹo dọc mấy mét nữa là vào bàn cờ toàn những hàng lâu đời có tiếng ăn cứ gọi là hồ cười,1
4000,5.2,"Mình gọi phần thập cẩm 50k, nhiều kinh khủng ăn không hết luôn, ăn được 1 nửa là no căng rồi. Mình gọi xôi xéo nên thấy xôi hơi khô, đồ nhiều dầu mỡ nên ngán. Cảm nhận của mình khi ăn ở đây thì thấy cũng bình thường, không ngon lắm.",mình gọi phần thập cẩm nhiều khủng ăn khônghết luôn ăn được nửa là căng rồi mình gọi xôi xéo nên thấy xôi hơi khô đồ nhiều dầu mỡ nên ngán cảm nhận của mình ăn ở đây thì thấy cũng bình thường khônglắm,0
